timestamp,region,power_plant,consumer_type,production,consumption,voltage,frequency,equipment_status
2026-03-11T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,134.58,125.08,233.82,50.0,ok
2026-03-11T20:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,230.14,224.32,233.64,49.99,ok
2026-03-11T21:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,145.89,144.18,228.13,50.04,ok
2026-03-11T22:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,134.69,137.53,220.67,50.01,ok
2026-03-11T23:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,54.69,59.13,234.55,49.98,ok
2026-03-12T00:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,31.29,31.83,224.77,50.01,ok
2026-03-12T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,86.3,68.77,225.84,50.04,ok
2026-03-12T02:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,36.31,46.12,238.62,49.98,ok
2026-03-12T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,36.98,27.64,222.9,49.96,ok
2026-03-12T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,70.44,59.5,228.32,49.99,ok
2026-03-12T05:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,47.59,38.12,226.24,49.97,ok
2026-03-12T06:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,82.61,79.13,238.86,50.02,ok
2026-03-12T07:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,171.52,169.53,226.79,49.96,ok
2026-03-12T08:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,227.42,233.84,224.76,50.03,ok
2026-03-12T09:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,196.77,154.83,224.3,50.04,ok
2026-03-12T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,114.0,121.62,229.39,50.04,ok
2026-03-12T11:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,63.04,65.15,238.4,49.99,ok
2026-03-12T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,63.47,56.63,237.04,50.04,ok
2026-03-12T13:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,170.17,156.61,228.51,50.04,ok
2026-03-12T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,144.34,163.34,239.02,49.97,ok
2026-03-12T15:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,124.08,133.55,233.88,49.96,ok
2026-03-12T16:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,64.87,59.86,236.2,50.02,ok
2026-03-12T17:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,175.2,176.75,228.14,50.05,maintenance
2026-03-12T18:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,196.87,188.86,220.97,49.99,ok
2026-03-12T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,245.65,255.8,234.93,49.99,ok
2026-03-12T20:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,161.36,141.06,223.23,50.05,ok
2026-03-12T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,226.86,226.74,233.58,49.99,ok
2026-03-12T22:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,153.93,143.31,226.8,49.98,ok
2026-03-12T23:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,116.63,109.21,238.84,49.96,ok
2026-03-13T00:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,102.81,108.95,228.85,49.97,ok
2026-03-13T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,55.24,38.52,230.0,49.98,ok
2026-03-13T02:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,100.96,77.29,235.64,50.04,ok
2026-03-13T03:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,87.43,89.25,234.93,49.99,ok
2026-03-13T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,86.31,76.33,220.28,49.97,ok
2026-03-13T05:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,46.76,49.08,229.62,49.96,ok
2026-03-13T06:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,117.66,112.74,220.08,50.04,ok
2026-03-13T07:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,147.56,161.01,236.24,49.96,ok
2026-03-13T08:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,161.57,139.92,237.87,50.05,ok
2026-03-13T09:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,216.13,197.04,238.74,49.98,ok
2026-03-13T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,74.91,83.78,233.19,50.0,ok
2026-03-13T11:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,47.76,42.62,226.98,50.01,ok
2026-03-13T12:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,81.66,91.75,236.15,50.03,ok
2026-03-13T13:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,94.09,86.72,233.43,49.98,ok
2026-03-13T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,136.31,139.56,221.38,50.01,ok
2026-03-13T15:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,115.97,119.48,229.24,50.03,ok
2026-03-13T16:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,174.2,188.36,231.81,50.02,ok
2026-03-13T17:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,133.72,140.21,222.67,49.99,ok
2026-03-13T18:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,228.17,233.41,226.03,50.0,ok
2026-03-13T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,194.92,175.46,220.11,50.01,ok
2026-03-13T20:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,166.82,175.92,237.72,50.02,ok
2026-03-13T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,262.35,270.23,226.87,49.99,ok
2026-03-13T22:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,113.18,123.16,239.78,49.97,ok
2026-03-13T23:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,99.35,90.61,233.68,50.0,ok
2026-03-14T00:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,54.4,55.56,227.5,50.01,ok
2026-03-14T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,90.11,105.18,225.97,49.97,ok
2026-03-14T02:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,39.91,40.16,237.22,49.98,ok
2026-03-14T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,44.02,23.98,238.85,49.96,ok
2026-03-14T04:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,103.63,45.67,230.34,49.98,ok
2026-03-14T05:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,81.49,43.59,221.41,50.0,ok
2026-03-14T06:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,129.16,64.36,225.82,50.05,ok
2026-03-14T07:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,110.62,128.71,221.2,50.0,ok
2026-03-14T08:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,201.25,230.68,235.18,49.98,maintenance
2026-03-14T09:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,222.03,107.23,228.09,50.03,maintenance
2026-03-14T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,108.23,121.5,222.14,49.99,ok
2026-03-14T11:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,180.38,230.51,232.98,50.03,ok
2026-03-14T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,152.4,77.19,226.3,50.04,ok
2026-03-14T13:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,167.16,173.11,224.7,49.98,ok
2026-03-14T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,167.58,212.54,224.11,50.03,ok
2026-03-14T15:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,97.77,60.12,238.08,49.99,ok
2026-03-14T16:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,126.24,140.2,227.19,50.02,ok
2026-03-14T17:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,99.33,46.37,239.14,49.98,ok
2026-03-14T18:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,148.31,96.94,222.45,50.03,ok
2026-03-14T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,199.6,237.69,224.51,50.01,ok
2026-03-14T20:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,181.13,204.23,232.4,49.95,ok
2026-03-14T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,172.21,96.86,220.9,49.98,ok
2026-03-14T22:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,64.86,38.44,236.7,50.03,ok
2026-03-14T23:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,114.08,68.47,223.74,50.03,ok
2026-03-15T00:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,78.46,81.9,224.71,49.96,maintenance
2026-03-15T01:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,106.45,138.57,232.21,49.99,ok
2026-03-15T02:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,85.32,58.05,228.42,50.02,ok
2026-03-15T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,65.58,37.49,232.33,50.02,ok
2026-03-15T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,43.45,26.73,231.22,50.02,ok
2026-03-15T05:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,56.96,26.08,231.35,50.04,ok
2026-03-15T06:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,83.72,98.16,224.75,50.04,ok
2026-03-15T07:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,196.8,247.37,226.29,50.02,ok
2026-03-15T08:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,176.81,118.35,235.36,49.99,ok
2026-03-15T09:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,171.32,179.32,238.33,49.95,ok
2026-03-15T10:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,144.92,147.65,225.94,50.0,ok
2026-03-15T11:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,170.16,87.82,224.88,50.05,ok
2026-03-15T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,97.22,98.35,228.57,50.05,ok
2026-03-15T13:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,165.34,95.44,236.58,50.06,ok
2026-03-15T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,88.28,101.17,223.41,49.98,ok
2026-03-15T15:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,63.93,75.94,234.67,50.02,ok
2026-03-15T16:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,66.63,42.74,222.16,49.97,ok
2026-03-15T17:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,114.57,73.11,226.05,49.96,ok
2026-03-15T18:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,81.65,95.93,220.3,49.95,ok
2026-03-15T19:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,129.86,142.4,231.58,50.0,ok
2026-03-15T20:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,258.39,285.34,230.6,50.0,ok
2026-03-15T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,230.5,219.48,229.59,49.96,ok
2026-03-15T22:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,119.38,61.15,235.69,49.96,ok
2026-03-15T23:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,93.87,59.15,236.94,50.05,ok
2026-03-16T00:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,56.7,65.44,229.93,50.02,ok
2026-03-16T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,71.17,71.18,228.69,49.99,ok
2026-03-16T02:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,43.23,37.27,228.89,49.97,ok
2026-03-16T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,49.73,41.72,224.48,50.05,ok
2026-03-16T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,35.45,28.38,234.05,50.01,ok
2026-03-16T05:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,84.69,78.46,233.23,49.97,ok
2026-03-16T06:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,88.75,94.62,239.49,50.01,ok
2026-03-16T07:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,201.45,182.36,225.63,50.04,ok
2026-03-16T08:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,83.95,80.73,227.41,50.03,ok
2026-03-16T09:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,233.33,197.82,231.89,50.02,ok
2026-03-16T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,73.85,59.45,225.39,50.01,ok
2026-03-16T11:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,136.15,132.8,230.33,50.02,ok
2026-03-16T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,128.62,128.5,232.73,49.97,ok
2026-03-16T13:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,56.24,56.19,239.53,49.95,ok
2026-03-16T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,69.2,69.83,236.69,49.98,ok
2026-03-16T15:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,62.27,70.68,226.56,50.04,ok
2026-03-16T16:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,112.55,101.78,236.11,50.04,ok
2026-03-16T17:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,92.89,90.15,238.8,49.99,ok
2026-03-16T18:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,108.74,105.61,228.4,50.01,ok
2026-03-16T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,171.25,148.4,232.13,50.02,ok
2026-03-16T20:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,167.28,140.49,237.55,50.02,ok
2026-03-16T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,137.12,124.27,231.63,50.01,ok
2026-03-16T22:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,115.98,103.91,233.92,49.96,ok
2026-03-16T23:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,55.88,51.11,238.01,49.99,ok
2026-03-17T00:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,35.32,29.8,225.12,49.99,maintenance
2026-03-17T01:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,99.34,91.14,238.42,50.01,ok
2026-03-17T02:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,86.82,81.98,226.03,50.0,ok
2026-03-17T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,39.68,36.42,221.71,50.02,ok
2026-03-17T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,85.12,85.71,223.46,50.03,ok
2026-03-17T05:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,50.11,51.27,234.95,50.05,ok
2026-03-17T06:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,61.79,65.81,220.23,50.04,ok
2026-03-17T07:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,186.53,153.68,238.09,50.05,ok
2026-03-17T08:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,102.41,83.58,228.13,50.03,ok
2026-03-17T09:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,78.6,66.12,224.91,50.03,ok
2026-03-17T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,48.54,48.5,239.72,49.96,ok
2026-03-17T11:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,116.13,119.08,234.73,49.97,ok
2026-03-17T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,75.53,82.19,236.56,49.99,ok
2026-03-17T13:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,121.0,111.68,231.07,50.01,ok
2026-03-17T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,109.28,94.62,222.4,50.02,ok
2026-03-17T15:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,93.13,86.29,221.2,50.01,ok
2026-03-17T16:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,91.77,99.67,235.41,50.03,ok
2026-03-17T17:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,99.7,95.93,233.08,50.03,ok
2026-03-17T18:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,187.17,175.3,234.49,49.96,maintenance
2026-03-17T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,75.93,82.08,234.28,50.03,ok
2026-03-17T20:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,0,0,238.19,49.99,outage
2026-03-17T21:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,126.61,128.31,234.45,50.01,ok
2026-03-17T22:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,122.97,129.88,239.54,50.04,ok
2026-03-17T23:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,137.43,154.77,222.44,50.05,ok
2026-03-18T00:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,41.65,44.31,230.93,50.03,ok
2026-03-18T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,89.92,79.04,231.04,50.01,ok
2026-03-18T02:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,67.22,66.55,226.43,50.02,ok
2026-03-18T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,31.65,34.5,223.33,50.04,ok
2026-03-18T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,76.77,71.7,223.13,49.96,ok
2026-03-18T05:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,41.24,36.55,223.66,49.99,ok
2026-03-18T06:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,90.38,89.49,233.88,49.99,ok
2026-03-18T07:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,125.77,102.51,237.45,50.02,ok
2026-03-18T08:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,199.31,187.7,222.64,50.05,ok
2026-03-18T09:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,168.08,152.37,222.98,50.01,ok
2026-03-18T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,136.03,134.31,231.81,50.04,ok
2026-03-18T11:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,80.77,83.9,221.29,50.0,ok
2026-03-18T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,56.53,41.7,237.64,49.99,ok
2026-03-18T13:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,105.92,101.94,224.89,50.01,ok
2026-03-18T14:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,174.97,176.99,234.1,50.03,ok
2026-03-18T15:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,156.76,124.58,232.54,50.04,ok
2026-03-18T16:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,82.44,85.85,226.22,49.98,ok
2026-03-18T17:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,87.92,74.5,223.68,50.05,ok
2026-03-18T18:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,155.06,158.79,237.78,49.97,ok
2026-03-18T19:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,272.62,224.88,222.0,50.0,ok
2026-03-18T20:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,260.05,272.64,239.46,49.97,maintenance
2026-03-18T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,238.51,246.89,230.53,50.02,ok
2026-03-18T22:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,120.54,118.12,236.65,50.03,ok
2026-03-18T23:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,156.62,163.42,230.66,49.98,ok
2026-03-19T00:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,52.2,44.84,229.42,49.99,ok
2026-03-19T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,33.2,29.0,238.54,50.04,ok
2026-03-19T02:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,38.85,34.26,233.1,50.01,ok
2026-03-19T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,100.22,104.22,231.34,50.03,ok
2026-03-19T04:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,93.13,97.1,233.5,49.98,ok
2026-03-19T05:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,75.74,72.19,238.19,49.97,ok
2026-03-19T06:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,212.78,200.93,230.0,49.96,ok
2026-03-19T07:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,57.11,51.07,225.18,49.97,ok
2026-03-19T08:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,180.27,152.14,232.56,49.99,ok
2026-03-19T09:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,165.18,163.51,221.03,50.01,ok
2026-03-19T10:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,61.91,58.31,233.22,50.02,ok
2026-03-19T11:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,180.51,183.85,227.02,49.98,ok
2026-03-19T12:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,124.61,121.96,229.58,49.96,ok
2026-03-19T13:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,123.71,131.99,234.43,49.98,ok
2026-03-19T14:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,133.42,117.1,226.99,50.05,ok
2026-03-19T15:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,170.08,129.89,237.97,50.05,ok
2026-03-19T16:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,105.65,111.72,235.02,49.98,ok
2026-03-19T17:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,132.0,128.8,238.53,50.0,ok
2026-03-19T18:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,226.73,221.79,233.3,49.96,ok
2026-03-19T19:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,112.71,102.86,232.82,49.99,maintenance
2026-03-19T20:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,industrial,83.27,87.97,230.52,49.96,ok
2026-03-19T21:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,152.46,168.8,226.74,49.96,maintenance
2026-03-19T22:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,161.66,156.83,227.26,50.04,ok
2026-03-19T23:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,87.06,93.51,238.01,49.96,ok
2026-03-20T00:11:15.611772,Rabat-Salé-Kénitra,Ain Beni Mathar Hybrid Power Plant,residential,103.89,110.34,237.77,50.03,ok
2026-03-20T01:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,87.66,98.73,225.54,50.03,ok
2026-03-20T02:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,90.56,85.65,233.6,50.01,ok
2026-03-20T03:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,residential,71.41,61.05,227.69,50.04,ok
2026-03-20T04:11:15.611772,Rabat-Salé-Kénitra,Al Wahda Dam,industrial,41.29,36.75,221.31,49.96,ok
